Club Name,Date Of Birth,Kickoff Time,League Name,Nationality,Player Name,Position,Position Index,Season,Was Home,Year,Age,Assists,Bonus,Bps,Clean Sheets,Creativity,Element,F1,Fixture,Goals Conceded,Goals Scored,GW,Ict Index,Influence,Minutes,Opponent Team,Own Goals,Penalties Missed,Penalties Saved,Red Cards,Round,Saves,Selected,Team A Score,Team H Score,Threat,Total Points,Transfers Balance,Transfers In,Transfers Out,Value,Yellow Cards
Crystal Palace,9/18/1995,12/28/2019 3:00:00 PM,Premier League,Germany,Max Meyer,Attacking Midfield,4,2019/2020,False,2019,23,0,0,6,0,1.6,136,8564,198,1,0,20,0.4,2.4,83,16,0,0,0,0,20,0,6006,1,1,0,2,1,56,55,52,0
Manchester United,1/1/1996,8/31/2019 11:30:00 AM,Premier League,Brazil,Andreas Pereira,Attacking Midfield,4,2019/2020,False,2019,23,0,0,5,0,3.2,246,1290,39,1,0,4,3.3,6.4,67,16,0,0,0,0,4,0,44652,1,1,23,2,-16548,2412,18960,50,0
Manchester United,4/28/1988,8/31/2019 11:30:00 AM,Premier League,Spain,Juan Mata,Attacking Midfield,4,2019/2020,False,2019,31,0,0,10,0,34.1,242,1491,39,1,0,4,5.1,9.2,67,16,0,0,0,0,4,0,24458,1,1,8,2,-2616,1037,3653,64,0
Leicester City,11/23/1996,6/20/2020 11:30:00 AM,Premier League,England,James Maddison,Attacking Midfield,4,2019/2020,False,2019,22,0,0,21,0,25.2,171,13526,299,1,0,39,7,12.8,90,18,0,0,0,0,39,0,1304440,1,1,32,2,-104971,94778,199749,75,0
Burnley FC,11/22/1999,9/14/2019 2:00:00 PM,Premier League,England,Dwight McNeil,Left Winger,4,2019/2020,False,2019,19,0,0,4,0,6.3,97,1820,43,1,0,5,1.8,7.6,90,4,0,0,0,0,5,0,24494,1,1,4,2,-1608,5584,7192,60,0
Chelsea FC,11/7/2000,1/1/2020 12:30:00 PM,Premier League,England,Callum Hudson-Odoi,Left Winger,4,2019/2020,False,2019,18,0,0,3,0,4.9,116,8927,202,1,0,21,5.4,3.2,24,4,0,0,0,0,21,0,35161,1,1,46,1,-1802,1168,2970,54,0
Watford FC,3/13/1994,2/8/2020 5:30:00 PM,Premier League,Spain,Gerard Deulofeu,Left Winger,4,2019/2020,False,2019,25,0,0,7,0,11.4,363,11413,253,1,0,26,3,6.2,85,4,0,0,0,0,26,0,231286,1,1,12,2,4323,16762,12439,61,0
Brighton & Hove Albion,12/4/1994,12/16/2019 7:45:00 PM,Premier League,Belgium,Leandro Trossard,Left Winger,4,2019/2020,False,2019,24,0,0,14,0,17.9,421,7346,164,1,0,17,5,14.6,83,7,0,0,0,0,17,0,23381,1,1,17,2,21,1490,1469,58,0
Aston Villa,9/10/1995,7/16/2020 5:00:00 PM,Premier League,England,Jack Grealish,Left Winger,4,2019/2020,False,2019,23,0,0,17,0,28.3,29,16699,355,1,0,45,7.9,9.2,90,8,0,0,0,0,45,0,1100022,1,1,41,2,-50479,12585,63064,59,0
Southampton FC,3/6/1994,7/9/2020 5:00:00 PM,Premier League,England,Nathan Redmond,Left Winger,4,2019/2020,False,2019,25,0,0,9,0,15.8,320,15816,336,1,0,43,2.5,1,90,8,0,0,0,0,43,0,50275,1,1,8,2,3,1489,1486,62,0
Burnley FC,11/22/1999,7/11/2020 2:00:00 PM,Premier League,England,Dwight McNeil,Left Winger,4,2019/2020,False,2019,19,0,0,12,0,10.8,97,16111,344,1,0,44,5.1,20.4,90,10,0,0,0,0,44,0,59869,1,1,20,2,-3731,1127,4858,60,0
Everton FC,5/3/1996,12/15/2019 2:00:00 PM,Premier League,Nigeria,Alex Iwobi,Left Winger,4,2019/2020,False,2019,23,0,0,11,0,3.1,17,7189,167,1,0,17,3.7,13,90,12,0,0,0,0,17,0,82606,1,1,21,2,-1557,1725,3282,56,0
Liverpool FC,4/10/1992,10/20/2019 3:30:00 PM,Premier League,Senegal,Sadio Mané,Left Winger,4,2019/2020,False,2019,27,0,0,5,0,36.3,192,3820,87,1,0,9,4.7,6.2,90,12,0,0,0,0,9,0,2058900,1,1,4,2,521038,544714,23676,118,0
Aston Villa,9/10/1995,6/24/2020 5:00:00 PM,Premier League,England,Jack Grealish,Left Winger,4,2019/2020,False,2019,23,0,0,14,0,49.2,29,14076,306,1,0,40,7.4,19,90,13,0,0,0,0,40,0,1767780,1,1,6,2,-204827,25863,230690,64,0
Wolverhampton Wanderers,12/4/1996,10/27/2019 2:00:00 PM,Premier League,Portugal,Diogo Jota,Left Winger,4,2019/2020,False,2019,22,0,0,5,0,5.5,410,4011,96,1,0,10,6,14,69,13,0,0,0,0,10,0,226875,1,1,40,2,-2865,4411,7276,61,0
Brighton & Hove Albion,12/4/1994,7/16/2020 7:15:00 PM,Premier League,Belgium,Leandro Trossard,Left Winger,4,2019/2020,False,2019,24,0,0,7,0,11.3,421,16791,359,1,0,45,5.8,11.2,75,16,0,0,0,0,45,0,33904,1,1,35,2,3625,5059,1434,58,0
Crystal Palace,11/10/1992,12/28/2019 3:00:00 PM,Premier League,Cote d'Ivoire,Wilfried Zaha,Left Winger,4,2019/2020,False,2019,26,0,0,2,0,12.1,133,8448,198,1,0,20,3.8,14,90,16,0,0,0,0,20,0,927372,1,1,12,2,-40964,28229,69193,69,0
Manchester United,10/31/1997,8/31/2019 11:30:00 AM,Premier League,England,Marcus Rashford,Left Winger,4,2019/2020,False,2019,21,0,0,2,0,21.8,233,1535,39,1,0,4,14.8,8,90,16,0,0,0,0,4,0,1609697,1,1,118,2,-170815,108606,279421,86,0
Manchester United,10/31/1997,6/19/2020 7:15:00 PM,Premier League,England,Marcus Rashford,Left Winger,4,2019/2020,False,2019,21,0,0,-2,0,13.7,233,13645,298,1,0,39,5.3,4.6,90,17,0,0,0,0,39,0,1062974,1,1,35,2,342266,425334,83068,88,0
Watford FC,3/13/1994,10/19/2019 2:00:00 PM,Premier League,Spain,Gerard Deulofeu,Left Winger,4,2019/2020,False,2019,25,0,0,6,0,12.1,363,3596,89,1,0,9,4.3,5.6,86,17,0,0,0,0,9,0,125453,1,1,25,2,-11592,2234,13826,61,0
Sheffield United,2/2/1995,10/26/2019 2:00:00 PM,Premier League,Ireland,Callum Robinson,Left Winger,4,2019/2020,False,2019,24,0,0,3,0,11.1,453,3950,100,1,0,10,1.9,3.4,53,19,0,0,0,0,10,0,35982,1,1,4,1,-3292,558,3850,53,0
Southampton FC,3/6/1994,10/19/2019 2:00:00 PM,Premier League,England,Nathan Redmond,Left Winger,4,2019/2020,False,2019,25,0,0,11,0,5,320,3766,90,1,0,9,3.8,4.6,90,20,0,0,0,0,9,0,50468,1,1,28,2,-1036,1683,2719,63,0
Leicester City,7/29/1993,7/7/2020 7:15:00 PM,Premier League,Spain,Ayoze Pérez,Right Winger,4,2019/2020,False,2019,25,0,0,13,0,19.4,265,15491,331,1,0,43,3.5,15.6,90,1,0,0,0,0,43,0,385632,1,1,0,2,-19545,560,20105,61,0
Wolverhampton Wanderers,1/25/1996,11/2/2019 3:00:00 PM,Premier League,Spain,Adama Traoré,Right Winger,4,2019/2020,False,2019,23,0,0,3,0,27.3,417,4335,101,1,0,11,4.3,9.8,90,1,0,0,0,0,11,0,260912,1,1,6,2,144,38894,38750,51,0
Aston Villa,5/3/1995,1/18/2020 3:00:00 PM,Premier League,Netherlands,Anwar El Ghazi,Right Winger,4,2019/2020,False,2019,24,0,0,4,0,6.8,30,9937,222,1,0,23,1.8,3.6,90,4,0,0,0,0,23,0,72906,1,1,8,2,1693,7523,5830,55,0
Wolverhampton Wanderers,1/25/1996,7/15/2020 5:00:00 PM,Premier League,Spain,Adama Traoré,Right Winger,4,2019/2020,False,2019,23,0,0,17,0,46.8,417,16496,352,1,0,45,7.6,19.4,90,5,0,0,0,0,45,0,1043952,1,1,10,2,-82971,13831,96802,56,0
Aston Villa,5/3/1995,7/16/2020 5:00:00 PM,Premier League,Netherlands,Anwar El Ghazi,Right Winger,4,2019/2020,False,2019,24,0,0,-1,0,5.6,30,16534,355,1,0,45,1.6,3.2,26,8,0,0,0,0,45,0,57370,1,1,7,1,-1720,341,2061,53,0
Manchester United,10/1/2001,3/1/2020 2:00:00 PM,Premier League,England,Mason Greenwood,Right Winger,4,2019/2020,False,2019,17,0,0,6,0,13.3,234,12354,274,1,0,28,2.1,1.2,71,8,0,0,0,0,28,0,870817,1,1,6,2,17764,47106,29342,43,0
Arsenal FC,5/29/1995,9/30/2019 7:00:00 PM,Premier League,Cote d'Ivoire,Nicolas Pépé,Right Winger,4,2019/2020,False,2019,24,0,0,5,0,6,488,2884,67,1,0,7,3.2,2.8,73,12,0,0,0,0,7,0,232804,1,1,23,2,-10375,13983,24358,94,0
West Ham United,12/20/1996,7/22/2020 5:00:00 PM,Premier League,England,Jarrod Bowen,Right Winger,4,2019/2020,False,2019,22,0,0,16,0,17,626,17267,365,1,0,46,7.4,12.2,90,12,0,0,0,0,46,0,18489,1,1,45,2,-961,1006,1967,64,0
Aston Villa,5/3/1995,6/24/2020 5:00:00 PM,Premier League,Netherlands,Anwar El Ghazi,Right Winger,4,2019/2020,False,2019,24,0,0,11,0,25.6,30,13915,306,1,0,40,5.3,8.6,69,13,0,0,0,0,40,0,73414,1,1,19,2,-15667,1050,16717,55,0
Wolverhampton Wanderers,1/25/1996,10/27/2019 2:00:00 PM,Premier League,Spain,Adama Traoré,Right Winger,4,2019/2020,False,2019,23,0,0,15,0,33.6,417,3889,96,1,0,10,8,16.6,90,13,0,0,0,0,10,0,259814,1,1,30,2,49246,65330,16084,51,0
Watford FC,2/25/1998,12/26/2019 3:00:00 PM,Premier League,Senegal,Ismaïla Sarr,Right Winger,4,2019/2020,False,2019,21,0,0,3,0,5.2,525,8024,188,1,0,19,1.1,2,45,15,0,0,0,0,19,0,16445,1,1,4,1,7072,8095,1023,62,0
Everton FC,3/16/1989,1/18/2020 3:00:00 PM,Premier League,England,Theo Walcott,Right Winger,4,2019/2020,False,2019,30,0,0,2,0,13.1,153,10278,230,1,0,23,6.1,9,56,19,0,0,0,0,23,0,29807,1,1,39,1,762,1419,657,62,0
Chelsea FC,11/23/2001,6/21/2020 3:15:00 PM,Premier League,England,Faustino Anjorin,Attacking Midfield,4,2019/2020,False,2019,17,0,0,0,0,0,630,13452,291,0,0,39,0,0,0,2,0,0,0,0,39,0,270,2,1,0,0,151,266,115,45,0
Wolverhampton Wanderers,7/15/2001,11/23/2019 3:00:00 PM,Premier League,England,Taylor Perry,Attacking Midfield,4,2019/2020,False,2019,17,0,0,0,0,0,560,5637,123,0,0,13,0,0,0,3,0,0,0,0,13,0,840,2,1,0,0,276,402,126,45,0
Brighton & Hove Albion,6/15/1991,7/26/2020 3:00:00 PM,Premier League,Germany,Pascal Groß,Attacking Midfield,4,2019/2020,False,2019,28,0,0,0,0,0,49,17976,372,0,0,47,0,0,0,5,0,0,0,0,47,0,33776,2,1,0,0,-404,189,593,62,0
Liverpool FC,5/10/1988,9/22/2019 3:30:00 PM,Premier League,England,Adam Lallana,Attacking Midfield,4,2019/2020,False,2019,31,0,0,5,0,0.3,195,2133,53,0,0,6,0.2,2,6,6,0,0,0,0,6,0,7398,2,1,0,1,-325,103,428,58,0
Liverpool FC,5/10/1988,11/23/2019 3:00:00 PM,Premier League,England,Adam Lallana,Attacking Midfield,4,2019/2020,False,2019,31,0,0,0,0,0,195,5233,125,0,0,13,0,0,0,7,0,0,0,0,13,0,8976,2,1,0,0,-84,386,470,58,0
Manchester United,8/31/2000,12/7/2019 5:30:00 PM,Premier League,England,Angel Gomes,Attacking Midfield,4,2019/2020,False,2019,18,0,0,0,0,0,245,6675,155,0,0,16,0,0,0,11,0,0,0,0,16,0,6394,2,1,0,0,-24,96,120,48,0
Manchester United,4/28/1988,12/7/2019 5:30:00 PM,Premier League,Spain,Juan Mata,Attacking Midfield,4,2019/2020,False,2019,31,0,0,0,0,0,242,6740,155,0,0,16,0,0,0,11,0,0,0,0,16,0,23659,2,1,0,0,-264,112,376,62,0
Crystal Palace,9/18/1995,8/24/2019 2:00:00 PM,Premier League,Germany,Max Meyer,Attacking Midfield,4,2019/2020,False,2019,23,0,0,0,0,0,136,1131,25,0,0,3,0,0,0,12,0,0,0,0,3,0,10224,2,1,0,0,-1728,451,2179,55,0
Sheffield United,2/2/1993,12/8/2019 2:00:00 PM,Premier League,Jamaica,Ravel Morrison,Attacking Midfield,4,2019/2020,False,2019,26,0,0,0,0,0,456,6972,157,0,0,16,0,0,0,14,0,0,0,0,16,0,6161,2,1,0,0,-119,91,210,47,0
Sheffield United,3/22/1992,12/8/2019 2:00:00 PM,Premier League,England,Luke Freeman,Attacking Midfield,4,2019/2020,False,2019,27,0,0,0,0,0,441,6610,157,0,0,16,0,0,0,14,0,0,0,0,16,0,4895,2,1,0,0,-85,67,152,51,0
Wolverhampton Wanderers,4/26/2002,12/21/2019 3:00:00 PM,Premier League,England,Luke Cundle,Attacking Midfield,4,2019/2020,False,2019,17,0,0,0,0,0,567,7643,177,0,0,18,0,0,0,14,0,0,0,0,18,0,704,2,1,0,0,78,174,96,45,0
Wolverhampton Wanderers,7/15/2001,12/21/2019 3:00:00 PM,Premier League,England,Taylor Perry,Attacking Midfield,4,2019/2020,False,2019,17,0,0,0,0,0,560,7817,177,0,0,18,0,0,0,14,0,0,0,0,18,0,1372,2,1,0,0,-33,102,135,45,0
Crystal Palace,9/18/1995,10/5/2019 4:30:00 PM,Premier League,Germany,Max Meyer,Attacking Midfield,4,2019/2020,False,2019,23,0,0,0,0,0,136,3298,80,0,0,8,0,0,0,19,0,0,0,0,8,0,7085,2,1,0,0,-386,55,441,53,0
Leicester City,11/23/1996,12/28/2019 5:30:00 PM,Premier League,England,James Maddison,Attacking Midfield,4,2019/2020,False,2019,22,0,0,10,0,24.8,171,8807,200,0,0,20,4.5,13.4,26,19,0,0,0,0,20,0,1924061,2,1,7,1,396,84273,83877,77,0
Liverpool FC,5/10/1988,1/23/2020 8:00:00 PM,Premier League,England,Adam Lallana,Attacking Midfield,4,2019/2020,False,2019,31,0,0,0,0,0,195,10298,237,0,0,24,0,0,0,20,0,0,0,0,24,0,9482,2,1,0,0,136,366,230,58,0
Brighton & Hove Albion,12/4/1994,12/5/2019 8:15:00 PM,Premier League,Belgium,Leandro Trossard,Left Winger,4,2019/2020,False,2019,24,0,0,1,0,0.5,421,6389,141,0,0,15,0.4,0,10,1,0,0,0,0,15,0,24082,2,1,6,1,-405,1216,1621,58,0
Chelsea FC,11/7/2000,12/29/2019 2:00:00 PM,Premier League,England,Callum Hudson-Odoi,Left Winger,4,2019/2020,False,2019,18,0,0,2,0,3.8,116,8457,191,0,0,20,1.3,1.6,20,1,0,0,0,0,20,0,36802,2,1,8,1,-1450,842,2292,54,0
Chelsea FC,9/18/1998,12/29/2019 2:00:00 PM,Premier League,United States,Christian Pulisic,Left Winger,4,2019/2020,False,2019,20,0,0,0,0,0,431,8694,191,0,0,20,0,0,0,1,0,0,0,0,20,0,549334,2,1,0,0,-106979,4426,111405,71,0
Chelsea FC,11/7/2000,6/21/2020 3:15:00 PM,Premier League,England,Callum Hudson-Odoi,Left Winger,4,2019/2020,False,2019,18,0,0,0,0,0,116,13352,291,0,0,39,0,0,0,2,0,0,0,0,39,0,35524,2,1,0,0,1284,6144,4860,52,0
Aston Villa,7/26/1998,1/1/2020 12:30:00 PM,Premier League,England,Andre Green,Left Winger,4,2019/2020,False,2019,20,0,0,0,0,0,32,9127,203,0,0,21,0,0,0,5,0,0,0,0,21,0,779,2,1,0,0,-12,14,26,49,0
Brighton & Hove Albion,12/4/1994,7/26/2020 3:00:00 PM,Premier League,Belgium,Leandro Trossard,Left Winger,4,2019/2020,False,2019,24,0,0,0,0,0,421,17866,372,0,0,47,0,0,0,5,0,0,0,0,47,0,37186,2,1,0,0,-4175,1888,6063,58,0
Southampton FC,6/15/1998,1/11/2020 3:00:00 PM,Premier League,Mali,Moussa Djenepo,Left Winger,4,2019/2020,False,2019,21,0,0,0,0,0.3,438,9378,216,0,0,22,0,0,12,9,0,0,0,0,22,0,6018,2,1,0,1,-213,233,446,52,0
Southampton FC,8/4/1994,1/11/2020 3:00:00 PM,Premier League,Norway,Mohamed Elyounoussi,Left Winger,4,2019/2020,False,2019,24,0,0,0,0,0,322,9527,216,0,0,22,0,0,0,9,0,0,0,0,22,0,1804,2,1,0,0,-15,4,19,53,0
Southampton FC,9/17/1993,1/11/2020 3:00:00 PM,Premier League,Morocco,Sofiane Boufal,Left Winger,4,2019/2020,False,2019,25,0,0,0,0,0,508,9361,216,0,0,22,0,0,0,9,0,0,0,0,22,0,6891,2,1,0,0,-312,84,396,55,0
Everton FC,2/24/2001,12/28/2019 3:00:00 PM,Premier League,England,Anthony Gordon,Left Winger,4,2019/2020,False,2019,18,0,0,0,0,0,561,8711,196,0,0,20,0,0,0,13,0,0,0,0,20,0,1984,2,1,0,0,-20,116,136,45,0
Everton FC,5/3/1996,12/28/2019 3:00:00 PM,Premier League,Nigeria,Alex Iwobi,Left Winger,4,2019/2020,False,2019,23,0,0,0,0,0,17,8627,196,0,0,20,0,0,0,13,0,0,0,0,20,0,75821,2,1,0,0,-3020,46,3066,56,0
Everton FC,2/24/2001,11/9/2019 3:00:00 PM,Premier League,England,Anthony Gordon,Left Winger,4,2019/2020,False,2019,18,0,0,0,0,0,561,4813,118,0,0,12,0,0,0,16,0,0,0,0,12,0,0,2,1,0,0,0,0,0,45,0
Everton FC,5/3/1996,11/9/2019 3:00:00 PM,Premier League,Nigeria,Alex Iwobi,Left Winger,4,2019/2020,False,2019,23,0,0,7,0,13.9,17,4794,118,0,0,12,4.9,8.4,16,16,0,0,0,0,12,0,96210,2,1,27,1,-2019,3006,5025,58,0
Chelsea FC,11/7/2000,11/2/2019 5:30:00 PM,Premier League,England,Callum Hudson-Odoi,Left Winger,4,2019/2020,False,2019,18,0,0,3,0,1.3,116,4395,109,0,0,11,0.3,1.2,7,18,0,0,0,0,11,0,204274,2,1,0,1,-36317,18227,54544,60,0
Liverpool FC,4/10/1992,1/23/2020 8:00:00 PM,Premier League,Senegal,Sadio Mané,Left Winger,4,2019/2020,False,2019,27,0,0,6,0,17,192,10746,237,0,0,24,2.6,5.4,32,20,0,0,0,0,24,0,3098989,2,1,4,1,128182,183894,55712,124,0
Brighton & Hove Albion,8/11/1993,12/5/2019 8:15:00 PM,Premier League,Iran,Alireza Jahanbakhsh,Right Winger,4,2019/2020,False,2019,25,0,0,0,0,0,50,6149,141,0,0,15,0,0,0,1,0,0,0,0,15,0,4525,2,1,0,0,-26,19,45,58,0
Liverpool FC,4/4/2003,11/2/2019 3:00:00 PM,Premier League,England,Harvey Elliott,Right Winger,4,2019/2020,False,2019,16,0,0,0,0,0,550,4502,102,0,0,11,0,0,0,2,0,0,0,0,11,0,275,2,1,0,0,52,96,44,45,0
Liverpool FC,10/10/1991,11/2/2019 3:00:00 PM,Premier League,Switzerland,Xherdan Shaqiri,Right Winger,4,2019/2020,False,2019,27,0,0,0,0,0,194,4769,102,0,0,11,0,0,0,2,0,0,0,0,11,0,17320,2,1,0,0,-533,14,547,63,0
Aston Villa,5/3/1995,1/1/2020 12:30:00 PM,Premier League,Netherlands,Anwar El Ghazi,Right Winger,4,2019/2020,False,2019,24,0,0,0,0,0,30,9131,203,0,0,21,0,0,0,5,0,0,0,0,21,0,81297,2,1,0,0,-11651,2881,14532,55,0
Brighton & Hove Albion,8/11/1993,7/26/2020 3:00:00 PM,Premier League,Iran,Alireza Jahanbakhsh,Right Winger,4,2019/2020,False,2019,25,0,0,3,0,0,50,17586,372,0,0,47,0,0,1,5,0,0,0,0,47,0,7311,2,1,0,1,-88,23,111,58,0
Liverpool FC,10/10/1991,9/22/2019 3:30:00 PM,Premier League,Switzerland,Xherdan Shaqiri,Right Winger,4,2019/2020,False,2019,27,0,0,0,0,0,194,2551,53,0,0,6,0,0,0,6,0,0,0,0,6,0,21587,2,1,0,0,-781,427,1208,63,0
Liverpool FC,4/4/2003,11/23/2019 3:00:00 PM,Premier League,England,Harvey Elliott,Right Winger,4,2019/2020,False,2019,16,0,0,0,0,0,550,5399,125,0,0,13,0,0,0,7,0,0,0,0,13,0,431,2,1,0,0,9,104,95,45,0
Liverpool FC,6/15/1992,11/23/2019 3:00:00 PM,Premier League,Egypt,Mohamed Salah,Right Winger,4,2019/2020,False,2019,27,0,0,0,0,0,191,5543,125,0,0,13,0,0,0,7,0,0,0,0,13,0,1659338,2,1,0,0,-233449,36039,269488,123,0
Liverpool FC,10/10/1991,11/23/2019 3:00:00 PM,Premier League,Switzerland,Xherdan Shaqiri,Right Winger,4,2019/2020,False,2019,27,0,0,0,0,0,194,5667,125,0,0,13,0,0,0,7,0,0,0,0,13,0,16798,2,1,0,0,-296,44,340,63,0
Manchester United,10/1/2001,12/7/2019 5:30:00 PM,Premier League,England,Mason Greenwood,Right Winger,4,2019/2020,False,2019,17,0,0,0,0,0,234,6805,155,0,0,16,0,0,0,11,0,0,0,0,16,0,755981,2,1,0,0,-14944,27531,42475,43,0
Manchester United,12/4/1999,12/7/2019 5:30:00 PM,Premier League,Netherlands,Tahith Chong,Right Winger,4,2019/2020,False,2019,19,0,0,0,0,0,249,6611,155,0,0,16,0,0,0,11,0,0,0,0,16,0,39065,2,1,0,0,1494,2714,1220,43,0
Burnley FC,4/16/1987,2/15/2020 12:30:00 PM,Premier League,England,Aaron Lennon,Right Winger,4,2019/2020,False,2019,32,0,0,0,0,0,430,11432,259,0,0,26,0,0,0,16,0,0,0,0,26,0,6339,2,1,0,0,38,149,111,46,0
Crystal Palace,7/16/1991,10/5/2019 4:30:00 PM,Premier League,England,Andros Townsend,Right Winger,4,2019/2020,False,2019,27,0,0,2,0,0.5,135,3026,80,0,0,8,0.1,0.2,9,19,0,0,0,0,8,0,113659,2,1,0,1,-2940,2290,5230,57,0
Liverpool FC,4/4/2003,1/23/2020 8:00:00 PM,Premier League,England,Harvey Elliott,Right Winger,4,2019/2020,False,2019,16,0,0,0,0,0,550,10493,237,0,0,24,0,0,0,20,0,0,0,0,24,0,700,2,1,0,0,-22,38,60,45,0
Liverpool FC,10/10/1991,1/23/2020 8:00:00 PM,Premier League,Switzerland,Xherdan Shaqiri,Right Winger,4,2019/2020,False,2019,27,0,0,0,0,0,194,10817,237,0,0,24,0,0,0,20,0,0,0,0,24,0,17592,2,1,0,0,-95,132,227,63,0
Tottenham Hotspur,3/4/1992,12/15/2019 2:00:00 PM,Premier League,Argentina,Erik Lamela,Right Winger,4,2019/2020,False,2019,27,0,0,0,0,0,346,7488,170,0,0,17,0,0,0,20,0,0,0,0,17,0,86415,2,1,0,0,-3716,34,3750,57,0
Chelsea FC,1/10/1999,6/21/2020 3:15:00 PM,Premier League,England,Mason Mount,Attacking Midfield,4,2019/2020,False,2019,20,0,0,10,0,16.3,463,13657,291,1,0,39,5,10.8,90,2,0,0,0,0,39,0,1174896,2,1,23,2,19275,174865,155590,62,0
Liverpool FC,5/10/1988,11/2/2019 3:00:00 PM,Premier League,England,Adam Lallana,Attacking Midfield,4,2019/2020,False,2019,31,0,0,15,0,40.8,195,4337,102,1,0,11,7.7,21.8,83,2,0,0,0,0,11,0,8428,2,1,14,2,50,428,378,58,0
Brighton & Hove Albion,12/24/1998,7/26/2020 3:00:00 PM,Premier League,Argentina,Alexis Mac Allister,Attacking Midfield,4,2019/2020,False,2019,20,0,0,0,0,11,627,17579,372,1,0,47,3.4,1,73,5,0,0,0,0,47,0,969,2,1,22,2,-37,38,75,54,0
Manchester United,12/15/1992,12/7/2019 5:30:00 PM,Premier League,England,Jesse Lingard,Attacking Midfield,4,2019/2020,False,2019,26,0,0,1,0,2.2,241,6999,155,1,0,16,6.3,7.8,88,11,0,0,0,0,16,0,56323,2,1,53,2,81,950,869,63,0
Everton FC,9/8/1989,11/9/2019 3:00:00 PM,Premier League,Iceland,Gylfi Sigurdsson,Attacking Midfield,4,2019/2020,False,2019,29,0,0,15,0,42.8,151,4942,118,1,0,12,10.1,19,90,16,0,0,0,0,12,0,227091,2,1,39,2,-6335,4405,10740,75,0
Liverpool FC,4/10/1992,9/22/2019 3:30:00 PM,Premier League,Senegal,Sadio Mané,Left Winger,4,2019/2020,False,2019,27,0,0,7,0,3.4,192,2496,53,1,0,6,1.8,8.2,70,6,0,0,0,0,6,0,1491310,2,1,6,2,186213,214436,28223,116,0
Southampton FC,3/6/1994,1/11/2020 3:00:00 PM,Premier League,England,Nathan Redmond,Left Winger,4,2019/2020,False,2019,25,0,0,13,0,33.5,320,9630,216,1,0,22,5.4,16.8,90,9,0,0,0,0,22,0,46276,2,1,4,2,-845,1860,2705,62,0
Wolverhampton Wanderers,12/4/1996,12/21/2019 3:00:00 PM,Premier League,Portugal,Diogo Jota,Left Winger,4,2019/2020,False,2019,22,0,0,8,0,5.7,410,7587,177,1,0,18,2.7,3.2,76,14,0,0,0,0,18,0,251929,2,1,18,2,13721,20143,6422,61,0
Burnley FC,11/22/1999,2/15/2020 12:30:00 PM,Premier League,England,Dwight McNeil,Left Winger,4,2019/2020,False,2019,19,0,0,13,0,26.1,97,11524,259,1,0,26,4.8,19.6,90,16,0,0,0,0,26,0,33417,2,1,2,2,307,1980,1673,60,0
Crystal Palace,11/10/1992,10/5/2019 4:30:00 PM,Premier League,Cote d'Ivoire,Wilfried Zaha,Left Winger,4,2019/2020,False,2019,26,0,0,9,0,14.9,133,3424,80,1,0,8,4,12.8,90,19,0,0,0,0,8,0,645427,2,1,12,2,-17620,17565,35185,68,0
Liverpool FC,1/16/1995,1/23/2020 8:00:00 PM,Premier League,Japan,Takumi Minamino,Left Winger,4,2019/2020,False,2019,24,0,0,5,0,7.3,590,10777,237,1,0,24,2,4.6,57,20,0,0,0,0,24,0,6773,2,1,8,1,-808,1850,2658,65,0
Liverpool FC,6/15/1992,11/2/2019 3:00:00 PM,Premier League,Egypt,Mohamed Salah,Right Winger,4,2019/2020,False,2019,27,0,0,4,0,1.2,191,4646,102,1,0,11,3.5,0,64,2,0,0,0,0,11,0,2001830,2,1,35,2,-101601,29418,131019,124,0
Everton FC,3/16/1989,12/28/2019 3:00:00 PM,Premier League,England,Theo Walcott,Right Winger,4,2019/2020,False,2019,30,0,0,9,0,11,153,8733,196,1,0,20,2.6,2.6,69,13,0,0,0,0,20,0,27534,2,1,12,2,139,286,147,62,0
Wolverhampton Wanderers,1/25/1996,12/21/2019 3:00:00 PM,Premier League,Spain,Adama Traoré,Right Winger,4,2019/2020,False,2019,23,0,0,15,0,49.9,417,7610,177,1,0,18,11.9,23.2,90,14,0,0,0,0,18,0,491547,2,1,46,2,138976,150649,11673,53,0
Everton FC,3/16/1989,11/9/2019 3:00:00 PM,Premier League,England,Theo Walcott,Right Winger,4,2019/2020,False,2019,30,0,0,13,0,39.1,153,5190,118,1,0,12,7.6,11.2,73,16,0,0,0,0,12,0,32165,2,1,26,2,332,1347,1015,62,0
Liverpool FC,6/15/1992,1/23/2020 8:00:00 PM,Premier League,Egypt,Mohamed Salah,Right Winger,4,2019/2020,False,2019,27,0,0,12,0,18.5,191,10661,237,1,0,24,11.5,10.8,84,20,0,0,0,0,24,0,2229655,2,1,86,2,283380,299473,16093,124,0
Liverpool FC,5/10/1988,7/8/2020 7:15:00 PM,Premier League,England,Adam Lallana,Attacking Midfield,4,2019/2020,False,2019,31,0,0,0,0,0,195,15445,334,0,0,43,0,0,0,4,0,0,0,0,43,0,9438,3,1,0,0,-38,21,59,57,0
Manchester City,1/8/1986,9/28/2019 4:30:00 PM,Premier League,Spain,David Silva,Attacking Midfield,4,2019/2020,False,2019,33,0,0,3,0,0.3,219,2669,65,0,0,7,0,0,4,8,0,0,0,0,7,0,691813,3,1,0,1,99017,144913,45896,76,0
